id_venda,id_cliente,id_produto,quantidade,data_venda
V1330,C0144,P0589,10,2024-06-26
V1331,C0141,P1267,10,2024-02-02
V1332,C0837,P1931,8,2025-02-27
V1333,C0351,P1140,4,2024-10-29
V1334,C0478,P0841,7,2024-04-08
V1335,C0276,P0858,2,2024-08-08
V1336,C0898,P0012,5,2024-11-29
V1337,C0575,P1287,6,2024-07-28
V1338,C0922,P0733,3,2024-03-29
V1339,C0394,P1367,10,2024-08-04
V1340,C0785,P0620,6,2024-08-15
V1341,C0961,P1038,4,2025-05-22
V1342,C0598,P0516,10,2025-03-17
V1343,C0117,P0912,5,2024-08-18
V1344,C0840,P0551,6,2024-10-06
V1345,C0141,P0636,7,2024-01-05
V1346,C0972,P0915,8,2024-03-18
V1347,C0891,P1305,7,2025-04-24
V1348,C0629,P0318,6,2024-09-13
V1349,C0651,P1482,1,2024-07-08
V1350,C0843,P0863,6,2024-08-01
V1351,C0030,P0006,1,2025-05-07
V1352,C0598,P0880,4,2024-06-26
V1353,C0187,P0767,9,2024-04-25
V1354,C0732,P0940,9,2024-09-03
V1355,C0485,P0517,5,2024-11-10
V1356,C0644,P0244,4,2024-04-14
V1357,C0910,P0471,3,2024-12-17
V1358,C0353,P0076,8,2024-04-03
V1359,C0891,P1062,2,2024-11-05
V1360,C0697,P1769,4,2025-04-24
V1361,C0649,P0759,3,2024-09-08
V1362,C0217,P0799,4,2024-12-19
V1363,C0189,P0562,6,2024-04-19
V1364,C0449,P1068,1,2024-08-20
V1365,C0272,P1750,3,2025-05-18
V1366,C0722,P0821,10,2025-03-03
V1367,C0375,P0307,1,2025-04-08
V1368,C0774,P0293,8,2025-05-02
V1369,C0219,P0994,2,2024-01-10
V1370,C0076,P1360,9,2024-01-13
V1371,C0503,P1477,3,2024-01-07
V1372,C0797,P0051,3,2024-12-04
V1373,C0143,P1101,3,2024-01-28
V1374,C0728,P1281,10,2024-04-04
V1375,C0594,P0918,5,2024-12-03
V1376,C0993,P1119,6,2025-03-28
V1377,C0735,P1961,8,2025-03-25
V1378,C0949,P0655,3,2024-06-07
V1379,C0933,P0136,3,2024-05-24
V1380,C0660,P1063,6,2024-07-22
V1381,C0219,P0067,9,2024-05-19
V1382,C0661,P0354,10,2024-04-15
V1383,C0842,P0599,6,2024-03-12
V1384,C0545,P0048,9,2024-10-10
V1385,C0532,P1757,4,2024-09-01
V1386,C0520,P1024,4,2024-03-27
V1387,C0134,P0688,7,2024-03-21
V1388,C0644,P1836,3,2024-08-30
V1389,C0297,P0249,2,2024-10-31
V1390,C0104,P1196,2,2025-05-06
V1391,C0406,P1364,2,2025-01-15
V1392,C0623,P0581,9,2024-04-24
V1393,C0179,P0872,6,2024-11-08
V1394,C0628,P0947,1,2025-02-24
V1395,C0298,P1941,3,2024-02-19
V1396,C0238,P1994,1,2025-01-02
V1397,C0111,P0673,2,2025-02-28
V1398,C0031,P0198,6,2024-06-03
V1399,C0419,P0181,1,2024-05-06
V1400,C0933,P0183,6,2025-02-10
V1401,C0232,P0684,4,2024-11-03
V1402,C0959,P0596,3,2024-04-10
V1403,C0654,P0842,4,2024-06-29
V1404,C0791,P1249,1,2025-03-26
V1405,C0978,P1161,10,2024-08-19
V1406,C0502,P0484,1,2025-02-21
V1407,C0281,P1436,10,2025-04-08
V1408,C1000,P1791,1,2024-07-19
V1409,C0065,P0914,2,2024-08-27
V1410,C0081,P0182,6,2024-11-27
V1411,C0776,P0295,9,2025-01-17
V1412,C0518,P0711,3,2024-10-31
V1413,C0949,P1574,4,2024-07-18
V1414,C0682,P1660,5,2024-06-14
V1415,C0338,P1509,3,2024-04-16
V1416,C0486,P1630,4,2024-08-22
V1417,C0238,P0004,7,2025-03-18
V1418,C0477,P0926,9,2024-03-01
V1419,C0656,P0351,5,2024-04-03
V1420,C0879,P0467,4,2024-12-23
V1421,C0349,P1667,8,2024-10-20
V1422,C0697,P1308,3,2025-04-27
V1423,C0912,P1614,7,2024-10-21
V1424,C0539,P1186,8,2024-01-03
V1425,C0548,P1670,6,2024-09-02
V1426,C0803,P1945,6,2024-09-10
V1427,C0040,P0969,9,2025-03-05
V1428,C0215,P1552,3,2025-05-15
V1429,C0709,P1783,4,2024-12-12
V1430,C0154,P0059,3,2024-06-03
V1431,C0069,P0513,5,2024-05-30
V1432,C0944,P1721,6,2024-12-20
V1433,C0877,P1300,4,2024-02-27
V1434,C0431,P0873,3,2024-09-27
V1435,C0710,P0332,1,2024-06-23
V1436,C0088,P1517,7,2024-04-05
V1437,C0554,P1140,10,2024-11-21
V1438,C0417,P0704,6,2025-03-22
V1439,C0530,P0038,5,2024-07-24
V1440,C0881,P0025,6,2024-07-19
V1441,C0758,P1651,4,2024-04-12
V1442,C0988,P1295,7,2024-08-19
V1443,C0589,P1623,7,2025-03-23
V1444,C0918,P1928,7,2025-01-14
V1445,C0820,P0634,2,2024-03-04
V1446,C0050,P0578,2,2024-09-06
V1447,C0321,P1032,9,2025-01-08
V1448,C0398,P1142,5,2024-07-05
V1449,C0887,P1848,8,2025-03-08
V1450,C0302,P1554,8,2025-05-24
V1451,C0096,P1765,2,2024-07-16
V1452,C0822,P1838,3,2024-07-19
V1453,C0894,P0872,3,2025-05-24
V1454,C0705,P1392,10,2024-03-14
V1455,C0269,P0779,6,2025-04-11
V1456,C0592,P1457,9,2024-12-27
V1457,C0417,P1809,8,2024-09-27
V1458,C0848,P1225,6,2025-05-18
V1459,C0030,P0729,3,2024-12-15
V1460,C0087,P1000,4,2024-03-11
V1461,C0802,P0667,1,2024-07-03
V1462,C0127,P0289,7,2025-03-27
V1463,C0260,P0884,10,2025-01-18
V1464,C0320,P0243,10,2025-01-19
V1465,C0127,P1852,5,2025-01-11
V1466,C0627,P0883,10,2025-02-01
V1467,C0396,P0866,2,2025-04-08
V1468,C0289,P0034,1,2024-10-04
V1469,C0375,P0817,1,2025-02-13
V1470,C0670,P1051,5,2024-10-09
V1471,C0442,P0150,5,2025-01-04
V1472,C0562,P0511,7,2025-04-30
V1473,C0123,P0200,6,2025-04-20
V1474,C0815,P1581,10,2024-04-04
V1475,C0102,P1518,3,2025-05-21
V1476,C0953,P1823,1,2024-08-01
V1477,C0991,P1966,6,2025-05-31
V1478,C0477,P0728,10,2024-12-13
V1479,C0750,P1346,1,2025-01-21
V1480,C0582,P0479,3,2024-04-24
V1481,C0286,P1931,5,2024-09-29
V1482,C0549,P0453,8,2025-04-04
V1483,C0460,P1587,10,2024-07-18
V1484,C0192,P0555,1,2024-02-06
V1485,C0966,P1414,9,2024-03-20
V1486,C0444,P1525,9,2025-02-09
V1487,C0821,P1902,9,2024-07-29
V1488,C0542,P1392,5,2025-05-22
V1489,C0527,P0985,3,2024-12-29
V1490,C0332,P0878,3,2025-05-05
V1491,C0733,P0022,6,2024-07-06
V1492,C0933,P0169,1,2024-07-16
V1493,C0135,P1482,8,2025-04-16
V1494,C0850,P0153,10,2025-01-30
V1495,C0210,P0629,4,2024-12-06
V1496,C0455,P1333,7,2024-11-30
V1497,C0866,P0208,8,2025-05-28
V1498,C0944,P0663,3,2024-08-05
V1499,C0307,P0054,8,2024-02-11
V1500,C0653,P0430,3,2025-03-15
V1501,C0302,P0237,7,2024-09-17
V1502,C0908,P0136,1,2024-06-25
V1503,C0090,P0113,7,2024-12-28
V1504,C0104,P1222,3,2024-05-22
V1505,C0825,P1403,9,2024-04-22
V1506,C0386,P1200,7,2024-02-01
V1507,C0908,P1030,3,2024-08-06
V1508,C0645,P1970,2,2024-01-09
V1509,C0388,P0648,3,2025-05-06
V1510,C0698,P1454,9,2024-01-10
V1511,C0934,P0285,10,2024-10-13
V1512,C0865,P0611,4,2025-04-23
V1513,C0675,P1164,7,2025-01-05
V1514,C0950,P0027,6,2024-08-18
V1515,C0711,P0870,8,2024-05-15
V1516,C0268,P1292,6,2025-05-27
V1517,C0762,P0998,1,2025-05-03
V1518,C0609,P0678,5,2025-01-21
V1519,C0332,P0498,2,2025-02-03
V1520,C0829,P0469,4,2024-12-06
V1521,C0355,P1001,9,2025-01-09
V1522,C0559,P1389,3,2024-02-14
V1523,C0109,P0406,5,2024-05-19
V1524,C0216,P0577,1,2024-10-30
V1525,C0353,P0635,1,2024-01-24
V1526,C0677,P0733,4,2024-12-08
V1527,C0832,P1968,4,2024-04-27
V1528,C0602,P0291,2,2024-05-21
V1529,C0429,P0208,1,2024-03-07
V1530,C0005,P0729,1,2024-12-10
V1531,C0633,P0593,5,2025-04-24
V1532,C0427,P1608,4,2024-08-03
V1533,C0321,P1386,5,2025-01-10
V1534,C0885,P1987,9,2025-03-08
V1535,C0116,P1768,8,2024-06-02
V1536,C0842,P1678,6,2024-06-17
V1537,C0684,P0226,3,2024-06-12
V1538,C0562,P0683,10,2025-02-16
V1539,C0341,P1888,4,2024-03-18
V1540,C0370,P0841,3,2024-07-07
V1541,C0961,P1059,10,2025-02-20
V1542,C0291,P0676,7,2024-12-10
V1543,C0927,P1691,10,2024-01-05
V1544,C0726,P0025,5,2024-05-09
V1545,C0142,P1347,7,2024-03-15
V1546,C0667,P0572,6,2025-01-12
V1547,C0771,P0527,9,2024-09-06
V1548,C0722,P0948,10,2024-05-10
V1549,C0079,P0676,1,2025-01-23
V1550,C0700,P1996,8,2025-04-29
V1551,C0726,P1046,9,2025-03-18
V1552,C0563,P0855,3,2024-05-11
V1553,C0820,P1288,2,2025-03-12
V1554,C0174,P0493,10,2024-06-11
V1555,C0793,P1889,2,2024-10-03
V1556,C0070,P1623,1,2024-11-14
V1557,C0435,P0803,8,2024-02-14
V1558,C0214,P0634,10,2024-04-09
V1559,C0167,P0791,5,2025-05-28
V1560,C0213,P0213,7,2025-02-13
V1561,C0553,P0628,10,2024-07-14
V1562,C0540,P1878,1,2024-09-30
V1563,C0837,P0345,9,2024-08-27
V1564,C0268,P1782,5,2025-04-12
V1565,C0787,P1754,10,2024-11-24
V1566,C0363,P0544,4,2024-01-30
V1567,C0512,P0355,2,2025-04-03
V1568,C0204,P1796,10,2024-08-04
V1569,C0057,P0108,5,2025-01-13
V1570,C0296,P0550,1,2024-03-01
V1571,C0986,P1196,2,2025-03-03
V1572,C0345,P0301,10,2025-03-11
V1573,C0046,P1805,10,2024-07-03
V1574,C0570,P1802,3,2024-06-25
V1575,C0461,P1114,6,2025-01-02
V1576,C0308,P0842,1,2024-04-16
V1577,C0414,P0824,6,2024-04-18
V1578,C0127,P1801,7,2024-09-28
V1579,C0915,P0420,8,2024-04-13
V1580,C0043,P1107,3,2025-01-27
V1581,C0742,P1176,6,2025-01-26
V1582,C0434,P0533,4,2024-05-18
V1583,C0886,P1661,7,2024-04-21
V1584,C0903,P1197,7,2024-04-25
V1585,C0044,P1292,9,2024-03-17
V1586,C0015,P1531,8,2024-03-28
V1587,C0511,P0585,2,2024-09-03
V1588,C0031,P1330,8,2024-03-07
V1589,C0659,P0679,2,2024-07-19
V1590,C0518,P0080,5,2024-07-31
V1591,C0542,P1933,8,2025-01-01
V1592,C0722,P0839,4,2025-01-01
V1593,C0336,P1886,7,2025-03-08
V1594,C0403,P1191,4,2025-01-09
V1595,C0909,P0667,5,2024-05-25
V1596,C0626,P1294,7,2024-10-26
V1597,C0651,P1382,7,2024-02-24
V1598,C0236,P0907,7,2024-02-21
V1599,C0100,P0656,8,2024-08-29
V1600,C0733,P0708,8,2025-03-23
V1601,C0228,P1249,1,2024-12-15
V1602,C0532,P0258,3,2024-07-13
V1603,C0518,P1553,3,2024-07-16
V1604,C0935,P1513,5,2024-09-25
V1605,C0741,P0650,5,2024-05-13
V1606,C0712,P0137,10,2024-05-04
V1607,C0013,P1108,5,2025-02-27
V1608,C0057,P0421,2,2025-02-09
V1609,C0821,P0412,4,2024-02-16
V1610,C0201,P1671,2,2024-03-26
V1611,C0685,P1300,10,2024-10-13
V1612,C0712,P0419,6,2025-04-25
V1613,C0486,P0329,2,2024-11-16
V1614,C0471,P0833,7,2024-12-31
V1615,C0131,P0046,3,2024-08-10
V1616,C0059,P1324,6,2024-05-17
V1617,C0151,P1703,4,2024-07-15
V1618,C0649,P1735,7,2024-08-16
V1619,C0917,P0468,2,2024-11-22
V1620,C0932,P1085,7,2024-03-30
V1621,C0529,P1643,4,2025-02-25
V1622,C0706,P1083,9,2025-01-29
V1623,C0111,P0025,3,2024-02-02
V1624,C0542,P1746,4,2025-05-20
V1625,C0562,P0316,1,2025-02-22
V1626,C0102,P0202,5,2024-10-11
V1627,C0872,P0114,9,2024-08-04
V1628,C0635,P1009,9,2024-03-03
V1629,C0945,P0772,4,2024-10-01
V1630,C0133,P1932,10,2024-03-13
V1631,C0464,P1468,7,2025-05-07
V1632,C0399,P1105,7,2024-05-02
V1633,C0604,P1489,6,2024-04-10
V1634,C0662,P1610,1,2024-05-04
V1635,C0300,P0629,2,2025-02-05
V1636,C0085,P1110,9,2024-10-26
V1637,C0382,P1407,5,2024-03-15
V1638,C0848,P1623,2,2024-06-22
V1639,C0324,P1647,6,2024-03-27
V1640,C0904,P0519,3,2024-09-20
V1641,C0904,P1755,4,2024-07-24
V1642,C0244,P0940,10,2024-09-12
V1643,C0632,P0330,5,2025-04-24
V1644,C0501,P1745,3,2024-07-11
V1645,C0261,P1304,2,2025-04-10
V1646,C0613,P1929,3,2024-08-10
V1647,C0194,P1791,6,2024-02-07
V1648,C0472,P0558,3,2024-03-29
V1649,C0926,P0824,1,2024-04-19
V1650,C0549,P1267,8,2024-10-14
V1651,C0308,P1050,5,2024-12-10
V1652,C0475,P1472,4,2024-10-18
V1653,C0847,P1737,6,2024-01-15
V1654,C0547,P0241,8,2024-07-29
V1655,C0652,P1694,2,2024-06-29
V1656,C0435,P1080,1,2025-04-15
V1657,C0189,P0960,8,2025-03-12
V1658,C0324,P1619,10,2025-01-07
V1659,C0394,P0831,5,2024-07-19
V1660,C0174,P0352,4,2024-10-01
V1661,C0632,P1630,6,2025-05-19
V1662,C0883,P0525,10,2025-02-28
V1663,C0913,P1608,7,2024-04-27
V1664,C0214,P1829,2,2024-03-29
V1665,C0482,P0399,9,2024-07-01
V1666,C0477,P1851,6,2025-05-22
V1667,C0100,P0433,9,2025-02-12
V1668,C0035,P0853,2,2024-10-12
V1669,C0493,P0191,7,2025-04-15
V1670,C0611,P0812,8,2024-09-01
V1671,C0142,P1441,4,2025-01-06
V1672,C0062,P0718,3,2024-11-25
V1673,C0596,P0152,5,2024-06-10
V1674,C0730,P1993,10,2024-03-07
V1675,C0934,P1547,4,2024-07-07
V1676,C0734,P1796,7,2024-01-22
V1677,C0992,P1278,8,2025-05-24
V1678,C0903,P1280,1,2024-07-24
V1679,C0941,P0479,10,2024-07-13
V1680,C0043,P0254,3,2025-04-04
V1681,C0052,P1711,1,2024-09-26
V1682,C0209,P1898,4,2024-09-11
V1683,C0262,P1772,7,2024-01-18
V1684,C0063,P0859,3,2025-04-22
V1685,C0032,P0941,7,2025-04-16
V1686,C0777,P0838,10,2025-04-12
V1687,C0980,P1408,4,2025-03-07
V1688,C0594,P0842,10,2024-05-05
V1689,C0996,P1736,5,2024-05-13
V1690,C0520,P1447,8,2025-04-17
V1691,C0170,P0012,10,2024-03-19
V1692,C0193,P1919,4,2024-10-09
V1693,C0857,P1578,8,2024-02-19
V1694,C0502,P0831,4,2024-10-15
V1695,C0612,P1251,5,2024-03-30
V1696,C0447,P0861,7,2024-03-24
V1697,C0492,P1346,7,2024-06-28
V1698,C0874,P1750,2,2025-04-21
V1699,C0972,P0896,1,2025-04-13
V1700,C0178,P0784,10,2024-04-15
V1701,C0167,P0374,6,2025-05-15
V1702,C0929,P0708,7,2025-03-22
V1703,C0520,P1033,3,2025-03-29
V1704,C0687,P1070,10,2024-07-05
V1705,C0702,P0027,6,2024-05-15
V1706,C0804,P0869,5,2024-05-24
V1707,C0837,P1715,3,2024-01-10
V1708,C0462,P1210,1,2025-04-30
V1709,C0085,P1222,8,2024-05-03
V1710,C0978,P0398,5,2024-03-28
V1711,C0215,P1629,10,2025-03-03
V1712,C0651,P1939,3,2025-05-20
V1713,C0841,P0116,9,2025-02-10
V1714,C0363,P0562,2,2024-10-28
V1715,C0111,P0510,5,2025-02-01
V1716,C0942,P0411,4,2024-02-04
V1717,C0305,P1638,6,2024-10-06
V1718,C0116,P0747,1,2024-02-14
V1719,C0478,P0468,5,2024-05-25
V1720,C0896,P0677,2,2024-01-12
V1721,C0911,P0363,6,2024-05-26
V1722,C0026,P0966,6,2024-12-01
V1723,C0553,P0174,8,2025-02-28
V1724,C0118,P1778,2,2024-08-21
V1725,C0478,P1170,5,2025-03-19
V1726,C0496,P0785,2,2025-02-17
V1727,C0617,P1712,6,2024-08-24
V1728,C0765,P0027,4,2024-10-21
V1729,C0968,P0389,4,2024-04-26
V1730,C0808,P1177,3,2025-03-05
V1731,C0110,P0951,5,2025-04-03
V1732,C0134,P1054,4,2024-04-10
V1733,C0731,P0583,4,2025-01-07
V1734,C0202,P0141,5,2025-02-23
V1735,C0676,P1542,7,2024-03-02
V1736,C0385,P1036,2,2024-02-10
V1737,C0344,P0314,7,2025-04-18
V1738,C0463,P0201,5,2024-01-17
V1739,C0971,P1480,8,2024-11-07
V1740,C0804,P1900,5,2025-03-16
V1741,C0324,P1952,3,2025-03-08
V1742,C0997,P0441,9,2024-09-05
V1743,C0918,P0580,8,2024-10-12
V1744,C0882,P0684,1,2024-08-01
V1745,C0954,P1512,6,2024-03-02
V1746,C0637,P0519,1,2025-02-18
V1747,C0992,P1850,1,2025-01-22
V1748,C0117,P0211,5,2024-12-15
V1749,C0120,P0910,5,2024-05-09
V1750,C0286,P0588,5,2024-09-25
V1751,C0300,P0313,8,2024-06-07
V1752,C0359,P0063,9,2024-09-18
V1753,C0670,P1335,4,2024-12-08
V1754,C0536,P0636,8,2024-12-13
V1755,C0215,P1083,10,2025-02-05
V1756,C0248,P1974,3,2024-09-25
V1757,C0193,P1619,1,2025-03-19
V1758,C0906,P0813,9,2024-02-24
V1759,C0033,P1570,1,2024-09-05
V1760,C0138,P0800,8,2024-10-31
V1761,C0622,P1329,1,2024-09-24
V1762,C0014,P1888,10,2024-12-16
V1763,C0831,P0260,10,2024-11-18
V1764,C0143,P1261,9,2024-06-28
V1765,C0095,P1176,4,2024-05-11
V1766,C0956,P1216,3,2024-05-08
V1767,C0156,P0092,6,2025-03-14
V1768,C0386,P0845,10,2025-02-09
V1769,C0985,P0344,7,2024-03-07
V1770,C0413,P1263,5,2024-06-09
V1771,C0428,P0376,3,2025-01-26
V1772,C0903,P0265,7,2024-03-02
V1773,C0289,P1610,5,2024-01-02
V1774,C0357,P1157,9,2025-05-08
V1775,C0735,P0255,10,2024-09-17
V1776,C0425,P0386,8,2024-02-24
V1777,C0500,P0912,2,2025-02-19
V1778,C0818,P1990,5,2024-09-18
V1779,C0528,P1963,4,2025-04-28
V1780,C0716,P1765,8,2024-01-16
V1781,C0069,P0086,10,2024-08-22
V1782,C0808,P0623,7,2024-01-13
V1783,C0365,P1018,9,2025-02-14
V1784,C0746,P0665,9,2025-01-24
V1785,C0309,P0302,10,2024-08-09
V1786,C0026,P1148,6,2024-11-14
V1787,C0923,P0796,8,2025-01-31
V1788,C0429,P0542,8,2024-07-12
V1789,C0104,P0676,5,2025-02-26
V1790,C0113,P0016,2,2024-01-05
V1791,C0383,P1313,6,2025-02-09
V1792,C0291,P0467,7,2024-12-10
V1793,C0799,P0915,1,2024-04-07
V1794,C0275,P1365,1,2024-05-05
V1795,C0516,P1401,4,2025-02-02
V1796,C0438,P0416,2,2025-03-20
V1797,C0154,P1774,8,2024-10-07
V1798,C0400,P1446,9,2025-02-09
V1799,C0788,P0742,10,2024-06-21
V1800,C0158,P0229,10,2025-03-16
V1801,C0265,P1726,1,2024-02-26
V1802,C0998,P0008,10,2024-07-05
V1803,C0483,P1184,2,2025-04-17
V1804,C0882,P1050,5,2025-03-22
V1805,C0470,P0625,6,2024-06-23
V1806,C0687,P1120,9,2024-01-03
V1807,C0007,P0257,1,2024-01-04
V1808,C0608,P1457,2,2024-05-01
V1809,C0183,P1513,1,2024-06-12
V1810,C0397,P0601,4,2024-02-02
V1811,C0884,P1423,4,2024-12-14
V1812,C0678,P0586,1,2024-01-03
V1813,C0451,P0023,4,2025-02-21
V1814,C0357,P0165,1,2024-02-11
V1815,C0829,P1881,10,2025-03-02
V1816,C0778,P1995,2,2025-05-13
V1817,C0519,P1288,4,2024-05-11
V1818,C0076,P1378,7,2024-02-05
V1819,C0763,P0886,9,2024-08-04
V1820,C0967,P0285,3,2025-02-05
V1821,C0337,P1923,9,2025-04-14
V1822,C0822,P1269,5,2025-04-01
V1823,C0982,P0202,5,2024-01-09
V1824,C0007,P0378,2,2024-08-23
V1825,C0338,P0982,1,2024-12-18
V1826,C0257,P0928,10,2025-01-22
V1827,C0573,P1312,2,2024-02-09
V1828,C0419,P1778,8,2024-08-29
V1829,C0324,P0654,9,2024-10-25
V1830,C0189,P0053,6,2024-08-07
V1831,C0262,P0921,3,2025-05-05
V1832,C0780,P0444,2,2024-07-12
V1833,C0212,P1087,5,2024-06-05
V1834,C0658,P0955,1,2024-02-24
V1835,C0672,P0003,3,2024-01-04
V1836,C0679,P1702,7,2024-03-01
V1837,C0732,P1366,2,2025-04-29
V1838,C0629,P0908,7,2024-02-23
V1839,C0132,P0288,2,2024-11-13
V1840,C0934,P0559,3,2024-01-12
V1841,C0219,P0433,7,2025-03-30
V1842,C0260,P1241,9,2024-08-05
V1843,C0737,P1632,8,2024-02-19
V1844,C0144,P0818,1,2025-04-06
V1845,C0459,P1081,2,2024-09-26
V1846,C0767,P1276,6,2024-10-29
V1847,C0320,P0689,6,2024-02-19
V1848,C0155,P1527,10,2024-09-10
V1849,C0453,P0769,8,2024-03-12
V1850,C0248,P0886,7,2024-08-18
V1851,C0939,P0810,6,2024-09-21
V1852,C0332,P1243,9,2024-12-22
V1853,C0392,P0064,4,2025-04-09
V1854,C0712,P1076,1,2024-06-21
V1855,C0001,P0693,8,2024-12-17
V1856,C0379,P0656,6,2024-07-24
V1857,C0696,P0049,1,2025-05-27
V1858,C0321,P0099,2,2024-05-28
V1859,C0245,P1814,5,2024-10-20
V1860,C0778,P1967,1,2025-05-31
V1861,C0774,P0314,10,2025-02-03
V1862,C0334,P1364,10,2024-03-26
V1863,C0278,P0420,6,2024-04-02
V1864,C0148,P1003,1,2024-04-09
V1865,C0007,P0594,9,2024-07-08
V1866,C0878,P0848,4,2024-08-07
V1867,C0456,P1049,5,2024-10-25
V1868,C0128,P1511,3,2024-08-14
V1869,C0842,P1749,6,2025-01-09
V1870,C0166,P0749,5,2024-09-29
V1871,C0859,P0392,9,2025-05-27
V1872,C0204,P0602,10,2024-08-30
V1873,C0561,P1503,4,2024-02-28
V1874,C0099,P1933,10,2024-02-23
V1875,C0746,P0833,10,2025-01-05
V1876,C0790,P0727,10,2024-02-28
V1877,C0596,P0571,7,2025-01-25
V1878,C0044,P1349,10,2025-05-07
V1879,C0802,P1845,7,2024-02-01
V1880,C0288,P1536,2,2024-09-23
V1881,C0106,P1988,2,2024-05-09
V1882,C0602,P0067,7,2024-06-07
V1883,C0803,P1310,8,2025-04-19
V1884,C0182,P1865,3,2024-01-09
V1885,C0049,P1429,5,2024-07-26
V1886,C0512,P0684,4,2024-03-01
V1887,C0561,P1955,9,2024-04-09
V1888,C0890,P0227,1,2025-05-09
V1889,C0958,P1182,3,2025-02-16
V1890,C0654,P0754,8,2025-02-27
V1891,C0502,P0259,3,2025-03-14
V1892,C0489,P0993,7,2024-05-09
V1893,C0026,P1481,7,2024-03-24
V1894,C0378,P1235,3,2024-03-04
V1895,C0132,P0824,2,2024-06-28
V1896,C0684,P0711,6,2024-07-11
V1897,C0877,P0980,10,2024-05-20
V1898,C0762,P0140,3,2025-03-09
V1899,C0539,P1831,1,2024-08-24
V1900,C0753,P1487,4,2024-03-14
V1901,C0903,P1243,4,2024-03-14
V1902,C0293,P0609,8,2025-04-26
V1903,C0922,P0905,6,2025-04-29
V1904,C0703,P1743,9,2025-04-25
V1905,C0305,P1147,3,2024-12-14
V1906,C0831,P1801,5,2025-01-05
V1907,C0473,P1542,10,2025-04-21
V1908,C0748,P1458,6,2024-02-04
V1909,C0897,P1850,1,2024-12-16
V1910,C0809,P1197,8,2024-03-11
V1911,C0390,P0992,9,2024-11-03
V1912,C0030,P0698,1,2025-05-08
V1913,C0349,P1750,3,2025-05-01
V1914,C0277,P1385,9,2024-06-21
V1915,C0658,P1469,4,2025-03-08
V1916,C0261,P0058,5,2024-04-01
V1917,C0406,P0195,7,2024-06-17
V1918,C0666,P0635,10,2024-01-17
V1919,C0091,P0517,8,2025-02-08
V1920,C0306,P1963,10,2024-09-23
V1921,C0810,P0962,9,2024-04-23
V1922,C0394,P0041,5,2024-09-27
V1923,C0727,P1288,8,2025-05-09
V1924,C0020,P1153,4,2024-03-11
V1925,C0753,P1562,10,2024-12-01
V1926,C0777,P1573,2,2024-08-19
V1927,C0468,P0155,5,2024-12-04
V1928,C0068,P0747,1,2025-01-23
V1929,C0508,P0655,2,2025-01-08
V1930,C0657,P0213,10,2024-12-15
V1931,C0653,P0710,7,2024-07-04
V1932,C0783,P1539,3,2024-08-01
V1933,C0612,P0894,8,2024-03-12
V1934,C0770,P0075,4,2024-01-14
V1935,C0490,P0107,9,2024-08-16
V1936,C0126,P0510,4,2024-12-04
V1937,C0966,P1363,2,2024-11-26
V1938,C0362,P0409,8,2024-08-17
V1939,C0816,P1060,4,2025-04-18
V1940,C0348,P0506,9,2024-11-02
V1941,C0618,P1815,8,2024-02-01
V1942,C0485,P0186,8,2024-08-07
V1943,C0036,P1038,2,2025-04-20
V1944,C0721,P1178,7,2024-11-05
V1945,C0125,P1434,1,2024-05-30
V1946,C0259,P0302,5,2024-04-24
V1947,C0736,P0181,7,2024-02-10
V1948,C0882,P0421,10,2024-12-01
V1949,C0149,P0241,3,2025-05-04
V1950,C0033,P1446,7,2024-12-25
V1951,C0719,P1904,8,2024-10-23
V1952,C0040,P0379,4,2024-10-14
V1953,C0030,P1447,9,2024-06-29
V1954,C0927,P1091,10,2024-07-25
V1955,C0861,P1986,9,2025-05-09
V1956,C0132,P0403,10,2024-01-19
V1957,C0589,P1901,8,2025-02-18
V1958,C0799,P0857,1,2024-10-28
V1959,C0287,P0267,2,2024-12-11
V1960,C0993,P1527,9,2024-06-14
V1961,C0854,P0825,4,2024-03-25
V1962,C0749,P1918,7,2024-10-13
V1963,C0769,P0664,1,2024-09-13
V1964,C0139,P1861,5,2024-07-04
V1965,C0304,P0009,10,2025-03-11
V1966,C0316,P0619,10,2024-05-19
V1967,C0123,P0200,9,2025-05-16
V1968,C0305,P1930,6,2024-01-10
V1969,C0358,P0656,9,2024-03-13
V1970,C0397,P1576,3,2025-01-16
V1971,C0996,P1147,6,2024-04-29
V1972,C0191,P1680,10,2025-05-19
V1973,C0840,P0462,10,2024-05-14
V1974,C0055,P0146,7,2025-03-01
V1975,C0674,P0566,5,2025-01-06
V1976,C0023,P0654,3,2024-04-01
V1977,C0373,P0475,1,2024-03-16
V1978,C0968,P1908,4,2024-11-03
V1979,C0541,P0572,2,2024-03-04
V1980,C0288,P0458,3,2025-02-20
V1981,C0552,P1171,8,2024-06-30
V1982,C0330,P0037,8,2024-11-26
V1983,C0909,P1215,5,2025-03-14
V1984,C0373,P0948,7,2025-05-12
V1985,C0596,P0554,3,2024-10-22
V1986,C0194,P0467,9,2024-03-13
V1987,C0477,P0625,3,2025-02-24
V1988,C0167,P0246,6,2024-08-23
V1989,C0847,P0730,6,2025-03-12
V1990,C0012,P0078,6,2024-08-18
V1991,C0176,P1626,4,2025-05-05
V1992,C0076,P0160,9,2024-10-30
V1993,C0209,P0411,6,2024-08-03
V1994,C0846,P1617,8,2024-01-15
